,Instance,Start Time,End Time,Duration,Deaths,Clear,Start Ifrit,Start Titan,Start Ultima
0,0,2024-01-19 19:46:27,2024-01-19 19:46:59,0:00:32,8,False,0:00:00,0:00:00,0:00:00
1,0,2024-01-19 19:47:21,2024-01-19 19:47:55,0:00:34,9,False,0:00:00,0:00:00,0:00:00
2,0,2024-01-19 19:49:48,2024-01-19 19:50:34,0:00:46,9,False,0:00:00,0:00:00,0:00:00
3,0,2024-01-19 19:50:53,2024-01-19 19:51:50,0:00:57,9,False,0:00:00,0:00:00,0:00:00
4,0,2024-01-19 19:53:29,2024-01-19 19:54:36,0:01:07,8,False,0:00:00,0:00:00,0:00:00
5,0,2024-01-19 19:54:51,2024-01-19 19:57:01,0:02:10,10,False,0:00:00,0:00:00,0:00:00
6,0,2024-01-19 20:10:39,2024-01-19 20:12:07,0:01:28,10,False,0:00:00,0:00:00,0:00:00
7,0,2024-01-19 20:12:28,2024-01-19 20:13:32,0:01:04,10,False,0:00:00,0:00:00,0:00:00
8,0,2024-01-19 20:13:52,2024-01-19 20:15:47,0:01:55,9,False,0:00:00,0:00:00,0:00:00
9,0,2024-01-19 20:16:02,2024-01-19 20:17:48,0:01:46,9,False,0:00:00,0:00:00,0:00:00
10,0,2024-01-19 20:18:03,2024-01-19 20:20:40,0:02:37,10,False,0:00:00,0:00:00,0:00:00
11,0,2024-01-19 20:26:39,2024-01-19 20:29:00,0:02:21,9,False,0:00:00,0:00:00,0:00:00
12,0,2024-01-19 20:30:23,2024-01-19 20:30:48,0:00:25,8,False,0:00:00,0:00:00,0:00:00
13,0,2024-01-19 20:31:39,2024-01-19 20:32:29,0:00:50,8,False,0:00:00,0:00:00,0:00:00
14,0,2024-01-19 20:32:48,2024-01-19 20:35:11,0:02:23,11,False,0:00:00,0:00:00,0:00:00
15,0,2024-01-19 20:36:55,2024-01-19 20:37:27,0:00:32,9,False,0:00:00,0:00:00,0:00:00
16,0,2024-01-19 20:38:13,2024-01-19 20:40:41,0:02:28,11,False,0:00:00,0:00:00,0:00:00
17,0,2024-01-19 20:42:17,2024-01-19 20:44:55,0:02:38,9,False,0:00:00,0:00:00,0:00:00
18,0,2024-01-19 20:45:14,2024-01-19 20:49:07,0:03:53,10,False,0:02:33,0:00:00,0:00:00
19,0,2024-01-19 20:51:59,2024-01-19 20:54:32,0:02:33,11,False,0:00:00,0:00:00,0:00:00
20,0,2024-01-19 20:58:19,2024-01-19 21:00:56,0:02:37,10,False,0:00:00,0:00:00,0:00:00
21,0,2024-01-19 21:01:19,2024-01-19 21:04:01,0:02:42,10,False,0:00:00,0:00:00,0:00:00
22,0,2024-01-19 21:04:18,2024-01-19 21:07:29,0:03:11,9,False,0:02:41,0:00:00,0:00:00
23,0,2024-02-02 18:50:08,2024-02-02 18:50:45,0:00:37,9,False,0:00:00,0:00:00,0:00:00
24,0,2024-02-02 18:51:02,2024-02-02 18:52:03,0:01:01,9,False,0:00:00,0:00:00,0:00:00
25,0,2024-02-02 18:52:22,2024-02-02 18:53:54,0:01:32,10,False,0:00:00,0:00:00,0:00:00
26,0,2024-02-02 18:57:12,2024-02-02 18:59:20,0:02:08,13,False,0:00:00,0:00:00,0:00:00
27,0,2024-02-02 19:00:59,2024-02-02 19:02:04,0:01:05,9,False,0:00:00,0:00:00,0:00:00
28,0,2024-02-02 19:03:15,2024-02-02 19:05:25,0:02:10,11,False,0:00:00,0:00:00,0:00:00
29,0,2024-02-02 19:08:25,2024-02-02 19:09:47,0:01:22,8,False,0:00:00,0:00:00,0:00:00
30,0,2024-02-02 19:10:11,2024-02-02 19:12:18,0:02:07,9,False,0:00:00,0:00:00,0:00:00
31,0,2024-02-02 19:15:01,2024-02-02 19:16:14,0:01:13,10,False,0:00:00,0:00:00,0:00:00
32,0,2024-02-02 19:16:53,2024-02-02 19:18:53,0:02:00,11,False,0:00:00,0:00:00,0:00:00
33,0,2024-02-02 19:20:59,2024-02-02 19:22:15,0:01:16,8,False,0:00:00,0:00:00,0:00:00
34,0,2024-02-02 19:23:08,2024-02-02 19:24:16,0:01:08,9,False,0:00:00,0:00:00,0:00:00
35,0,2024-02-02 19:24:31,2024-02-02 19:27:20,0:02:49,10,False,0:00:00,0:00:00,0:00:00
36,0,2024-02-02 19:28:29,2024-02-02 19:29:10,0:00:41,8,False,0:00:00,0:00:00,0:00:00
37,0,2024-02-02 19:29:31,2024-02-02 19:32:23,0:02:52,10,False,0:00:00,0:00:00,0:00:00
38,0,2024-02-02 19:32:42,2024-02-02 19:35:40,0:02:58,10,False,0:02:31,0:00:00,0:00:00
39,0,2024-02-02 19:38:14,2024-02-02 19:41:10,0:02:56,10,False,0:00:00,0:00:00,0:00:00
40,0,2024-02-02 19:41:25,2024-02-02 19:44:31,0:03:06,15,False,0:00:00,0:00:00,0:00:00
41,0,2024-02-02 19:45:45,2024-02-02 19:49:38,0:03:53,13,False,0:02:33,0:00:00,0:00:00
42,0,2024-02-02 19:49:56,2024-02-02 19:53:56,0:04:00,12,False,0:02:40,0:00:00,0:00:00
43,0,2024-02-02 20:01:42,2024-02-02 20:02:04,0:00:22,8,False,0:00:00,0:00:00,0:00:00
44,0,2024-02-02 20:02:20,2024-02-02 20:06:12,0:03:52,9,False,0:02:32,0:00:00,0:00:00
45,0,2024-02-03 17:33:30,2024-02-03 17:35:33,0:02:03,10,False,0:00:00,0:00:00,0:00:00
46,0,2024-02-03 17:35:50,2024-02-03 17:38:09,0:02:19,11,False,0:00:00,0:00:00,0:00:00
47,0,2024-02-03 17:38:29,2024-02-03 17:42:14,0:03:45,9,False,0:02:26,0:00:00,0:00:00
48,0,2024-02-03 17:42:48,2024-02-03 17:45:29,0:02:41,8,False,0:00:00,0:00:00,0:00:00
49,0,2024-02-03 17:45:47,2024-02-03 17:49:53,0:04:06,15,False,0:02:45,0:00:00,0:00:00
50,0,2024-02-03 17:50:19,2024-02-03 17:53:59,0:03:40,11,False,0:02:25,0:00:00,0:00:00
51,0,2024-02-03 17:54:19,2024-02-03 17:57:20,0:03:01,9,False,0:02:26,0:00:00,0:00:00
52,0,2024-02-03 17:57:53,2024-02-03 18:00:11,0:02:18,9,False,0:00:00,0:00:00,0:00:00
53,0,2024-02-03 18:00:29,2024-02-03 18:05:16,0:04:47,8,False,0:02:24,0:00:00,0:00:00
54,0,2024-02-03 18:07:25,2024-02-03 18:09:42,0:02:17,8,False,0:00:00,0:00:00,0:00:00
55,0,2024-02-03 18:10:03,2024-02-03 18:14:29,0:04:26,8,False,0:02:31,0:00:00,0:00:00
56,0,2024-02-03 18:14:53,2024-02-03 18:18:55,0:04:02,8,False,0:02:22,0:00:00,0:00:00
57,0,2024-02-03 18:19:19,2024-02-03 18:25:28,0:06:09,11,False,0:02:25,0:04:56,0:00:00
58,0,2024-02-03 18:56:01,2024-02-03 18:59:06,0:03:05,11,False,0:02:31,0:00:00,0:00:00
59,0,2024-02-03 18:59:26,2024-02-03 19:05:22,0:05:56,12,False,0:02:20,0:04:43,0:00:00
60,0,2024-02-03 19:05:50,2024-02-03 19:09:28,0:03:38,8,False,0:02:21,0:00:00,0:00:00
61,0,2024-02-03 19:10:25,2024-02-03 19:14:46,0:04:21,9,False,0:02:31,0:00:00,0:00:00
62,0,2024-02-03 19:15:32,2024-02-03 19:20:21,0:04:49,13,False,0:02:25,0:00:00,0:00:00
63,0,2024-02-03 19:23:50,2024-02-03 19:27:42,0:03:52,10,False,0:02:31,0:00:00,0:00:00
64,0,2024-02-03 19:28:21,2024-02-03 19:33:32,0:05:11,12,False,0:02:25,0:05:03,0:00:00
65,0,2024-02-03 19:34:20,2024-02-03 19:38:30,0:04:10,8,False,0:02:20,0:00:00,0:00:00
66,0,2024-02-03 19:39:00,2024-02-03 19:44:52,0:05:52,13,False,0:02:23,0:04:49,0:00:00
67,0,2024-02-03 19:45:19,2024-02-03 19:50:22,0:05:03,9,False,0:02:31,0:04:26,0:00:00
68,0,2024-02-03 19:50:42,2024-02-03 19:55:01,0:04:19,8,False,0:02:31,0:00:00,0:00:00
69,0,2024-02-03 19:55:21,2024-02-03 20:00:10,0:04:49,12,False,0:02:40,0:00:00,0:00:00
70,0,2024-02-09 18:22:34,2024-02-09 18:25:11,0:02:37,9,False,0:00:00,0:00:00,0:00:00
71,0,2024-02-09 18:26:07,2024-02-09 18:27:37,0:01:30,9,False,0:00:00,0:00:00,0:00:00
72,0,2024-02-09 18:28:32,2024-02-09 18:30:56,0:02:24,8,False,0:00:00,0:00:00,0:00:00
73,0,2024-02-09 18:31:54,2024-02-09 18:34:22,0:02:28,10,False,0:00:00,0:00:00,0:00:00
74,0,2024-02-09 18:34:39,2024-02-09 18:37:29,0:02:50,10,False,0:02:41,0:00:00,0:00:00
75,0,2024-02-09 18:37:51,2024-02-09 18:40:50,0:02:59,8,False,0:02:26,0:00:00,0:00:00
76,0,2024-02-09 18:41:28,2024-02-09 18:45:54,0:04:26,9,False,0:02:31,0:00:00,0:00:00
77,0,2024-02-09 18:47:22,2024-02-09 18:50:03,0:02:41,11,False,0:00:00,0:00:00,0:00:00
78,0,2024-02-09 18:50:32,2024-02-09 18:51:50,0:01:18,8,False,0:00:00,0:00:00,0:00:00
79,0,2024-02-09 18:52:11,2024-02-09 18:57:04,0:04:53,9,False,0:02:25,0:00:00,0:00:00
80,0,2024-02-09 18:57:32,2024-02-09 19:01:03,0:03:31,12,False,0:02:40,0:00:00,0:00:00
81,0,2024-02-09 19:02:52,2024-02-09 19:05:31,0:02:39,9,False,0:00:00,0:00:00,0:00:00
82,0,2024-02-09 19:05:51,2024-02-09 19:09:37,0:03:46,9,False,0:02:25,0:00:00,0:00:00
83,0,2024-02-09 19:13:35,2024-02-09 19:17:26,0:03:51,10,False,0:02:31,0:00:00,0:00:00
84,0,2024-02-09 19:17:59,2024-02-09 19:18:14,0:00:15,8,False,0:00:00,0:00:00,0:00:00
85,0,2024-02-09 19:20:48,2024-02-09 19:25:14,0:04:26,10,False,0:02:32,0:00:00,0:00:00
86,0,2024-02-09 19:25:31,2024-02-09 19:29:25,0:03:54,12,False,0:02:45,0:00:00,0:00:00
87,0,2024-02-09 19:33:39,2024-02-09 19:34:40,0:01:01,10,False,0:00:00,0:00:00,0:00:00
88,0,2024-02-09 19:34:58,2024-02-09 19:39:36,0:04:38,9,False,0:02:31,0:00:00,0:00:00
89,0,2024-02-09 19:41:11,2024-02-09 19:47:23,0:06:12,12,False,0:02:31,0:04:58,0:00:00
90,0,2024-02-09 19:48:03,2024-02-09 19:50:43,0:02:40,10,False,0:00:00,0:00:00,0:00:00
91,0,2024-02-09 19:51:00,2024-02-09 19:55:13,0:04:13,9,False,0:02:22,0:00:00,0:00:00
92,0,2024-02-09 19:55:29,2024-02-09 20:00:48,0:05:19,12,False,0:02:25,0:05:04,0:00:00
93,0,2024-02-10 17:42:57,2024-02-10 17:43:39,0:00:42,8,False,0:00:00,0:00:00,0:00:00
94,0,2024-02-10 17:44:05,2024-02-10 17:45:08,0:01:03,9,False,0:00:00,0:00:00,0:00:00
95,0,2024-02-10 17:45:25,2024-02-10 17:49:16,0:03:51,9,False,0:02:31,0:00:00,0:00:00
96,0,2024-02-10 17:49:37,2024-02-10 17:50:47,0:01:10,8,False,0:00:00,0:00:00,0:00:00
97,0,2024-02-10 17:51:08,2024-02-10 17:55:31,0:04:23,10,False,0:02:31,0:00:00,0:00:00
98,0,2024-02-10 17:56:00,2024-02-10 17:58:28,0:02:28,8,False,0:00:00,0:00:00,0:00:00
99,0,2024-02-10 17:58:48,2024-02-10 18:03:15,0:04:27,9,False,0:02:32,0:00:00,0:00:00
100,0,2024-02-10 18:03:59,2024-02-10 18:07:51,0:03:52,9,False,0:02:31,0:00:00,0:00:00
101,0,2024-02-10 18:08:22,2024-02-10 18:13:12,0:04:50,10,False,0:02:31,0:00:00,0:00:00
102,0,2024-02-10 18:13:35,2024-02-10 18:18:48,0:05:13,8,False,0:02:31,0:04:48,0:00:00
103,0,2024-02-10 18:19:11,2024-02-10 18:22:56,0:03:45,8,False,0:02:31,0:00:00,0:00:00
104,0,2024-02-10 18:23:20,2024-02-10 18:27:11,0:03:51,9,False,0:02:31,0:00:00,0:00:00
105,0,2024-02-10 18:28:00,2024-02-10 18:29:00,0:01:00,8,False,0:00:00,0:00:00,0:00:00
106,0,2024-02-10 18:29:18,2024-02-10 18:33:45,0:04:27,10,False,0:02:31,0:00:00,0:00:00
107,0,2024-02-10 18:34:31,2024-02-10 18:39:39,0:05:08,11,False,0:02:40,0:00:00,0:00:00
108,0,2024-02-10 18:40:34,2024-02-10 18:46:52,0:06:18,13,False,0:02:26,0:05:04,0:00:00
109,0,2024-02-10 18:47:49,2024-02-10 18:53:52,0:06:03,8,False,0:02:31,0:04:27,0:00:00
110,0,2024-02-10 18:54:44,2024-02-10 18:59:43,0:04:59,11,False,0:02:31,0:00:00,0:00:00
111,0,2024-02-10 19:01:16,2024-02-10 19:06:09,0:04:53,10,False,0:02:31,0:00:00,0:00:00
112,0,2024-02-10 19:08:55,2024-02-10 19:14:06,0:05:11,8,False,0:02:31,0:04:46,0:00:00
113,0,2024-02-10 19:16:36,2024-02-10 19:21:02,0:04:26,8,False,0:02:31,0:00:00,0:00:00
114,0,2024-02-10 21:29:32,2024-02-10 21:33:11,0:03:39,11,False,0:02:32,0:00:00,0:00:00
115,0,2024-02-10 21:33:37,2024-02-10 21:37:29,0:03:52,9,False,0:02:32,0:00:00,0:00:00
116,0,2024-02-10 21:39:08,2024-02-10 21:43:34,0:04:26,9,False,0:02:31,0:00:00,0:00:00
117,0,2024-02-10 21:47:19,2024-02-10 21:51:19,0:04:00,10,False,0:02:40,0:00:00,0:00:00
118,0,2024-02-10 21:51:47,2024-02-10 21:55:44,0:03:57,10,False,0:02:40,0:00:00,0:00:00
119,0,2024-02-16 18:31:28,2024-02-16 18:37:17,0:05:49,13,False,0:02:20,0:04:36,0:00:00
120,0,2024-02-16 18:38:00,2024-02-16 18:43:28,0:05:28,9,False,0:02:19,0:04:10,0:00:00
121,0,2024-02-16 18:45:28,2024-02-16 18:50:12,0:04:44,8,False,0:02:15,0:04:07,0:00:00
122,0,2024-02-16 18:51:24,2024-02-16 18:55:34,0:04:10,9,False,0:02:22,0:00:00,0:00:00
123,0,2024-02-16 18:56:05,2024-02-16 19:01:28,0:05:23,9,False,0:02:19,0:04:10,0:00:00
124,0,2024-02-16 19:04:59,2024-02-16 19:09:09,0:04:10,8,False,0:02:18,0:00:00,0:00:00
125,0,2024-02-16 19:10:53,2024-02-16 19:16:22,0:05:29,12,False,0:02:24,0:04:15,0:00:00
126,0,2024-02-16 19:17:40,2024-02-16 19:21:01,0:03:21,9,False,0:02:31,0:00:00,0:00:00
127,0,2024-02-16 19:26:47,2024-02-16 19:32:04,0:05:17,8,False,0:02:24,0:04:10,0:00:00
128,0,2024-02-16 19:32:49,2024-02-16 19:38:09,0:05:20,8,False,0:02:19,0:04:06,0:00:00
129,0,2024-02-16 19:42:18,2024-02-16 19:47:43,0:05:25,9,False,0:02:18,0:04:07,0:00:00
130,0,2024-02-16 19:48:30,2024-02-16 19:53:28,0:04:58,11,False,0:02:31,0:04:54,0:00:00
131,0,2024-02-16 19:53:57,2024-02-16 19:59:15,0:05:18,8,False,0:02:21,0:04:05,0:00:00
132,0,2024-02-17 17:23:50,2024-02-17 17:24:19,0:00:29,9,False,0:00:00,0:00:00,0:00:00
133,0,2024-02-17 17:25:17,2024-02-17 17:28:13,0:02:56,9,False,0:00:00,0:00:00,0:00:00
134,0,2024-02-17 17:28:40,2024-02-17 17:32:20,0:03:40,8,False,0:02:20,0:00:00,0:00:00
135,0,2024-02-17 17:32:51,2024-02-17 17:38:19,0:05:28,12,False,0:02:24,0:04:15,0:00:00
136,0,2024-02-17 17:40:12,2024-02-17 17:45:42,0:05:30,10,False,0:02:26,0:04:16,0:00:00
137,0,2024-02-17 17:46:56,2024-02-17 17:52:39,0:05:43,11,False,0:02:22,0:04:12,0:00:00
138,0,2024-02-17 17:54:47,2024-02-17 18:00:12,0:05:25,9,False,0:02:21,0:04:11,0:00:00
139,0,2024-02-17 18:01:43,2024-02-17 18:07:03,0:05:20,8,False,0:02:18,0:04:07,0:00:00
140,0,2024-02-17 18:09:09,2024-02-17 18:13:42,0:04:33,12,False,0:02:14,0:00:00,0:00:00
141,0,2024-02-17 18:14:18,2024-02-17 18:19:41,0:05:23,8,False,0:02:19,0:04:09,0:00:00
142,0,2024-02-17 18:20:35,2024-02-17 18:25:58,0:05:23,9,False,0:02:22,0:04:09,0:00:00
143,0,2024-02-17 18:30:05,2024-02-17 18:36:40,0:06:35,20,False,0:02:19,0:04:11,0:00:00
144,0,2024-02-17 18:38:54,2024-02-17 18:44:14,0:05:20,9,False,0:02:17,0:04:03,0:00:00
145,0,2024-02-17 18:44:38,2024-02-17 18:50:03,0:05:25,9,False,0:02:22,0:04:12,0:00:00
146,0,2024-02-17 18:50:29,2024-02-17 18:54:14,0:03:45,8,False,0:02:24,0:00:00,0:00:00
147,0,2024-02-17 18:54:30,2024-02-17 18:54:41,0:00:11,8,False,0:00:00,0:00:00,0:00:00
148,0,2024-02-17 18:55:00,2024-02-17 19:01:59,0:06:59,13,False,0:02:21,0:04:10,0:00:00
149,0,2024-02-17 19:05:31,2024-02-17 19:10:53,0:05:22,8,False,0:02:20,0:04:08,0:00:00
150,0,2024-02-17 19:11:10,2024-02-17 19:11:20,0:00:10,8,False,0:00:00,0:00:00,0:00:00
151,0,2024-02-17 19:11:39,2024-02-17 19:17:09,0:05:30,8,False,0:02:26,0:04:17,0:00:00
152,0,2024-02-17 19:27:17,2024-02-17 19:32:35,0:05:18,8,False,0:02:20,0:04:04,0:00:00
153,0,2024-02-17 19:33:00,2024-02-17 19:38:26,0:05:26,9,False,0:02:25,0:04:13,0:00:00
154,0,2024-02-17 19:38:51,2024-02-17 19:39:24,0:00:33,9,False,0:00:00,0:00:00,0:00:00
155,0,2024-02-17 19:43:34,2024-02-17 19:49:32,0:05:58,11,False,0:02:19,0:04:09,0:00:00
156,0,2024-02-17 19:50:18,2024-02-17 19:54:05,0:03:47,10,False,0:02:26,0:00:00,0:00:00
157,0,2024-02-17 19:54:24,2024-02-17 19:59:45,0:05:21,9,False,0:02:21,0:04:08,0:00:00
158,0,2024-02-23 18:07:51,2024-02-23 18:13:22,0:05:31,9,False,0:02:23,0:04:14,0:00:00
159,0,2024-02-23 18:14:44,2024-02-23 18:20:08,0:05:24,8,False,0:02:22,0:04:10,0:00:00
160,0,2024-02-23 18:20:31,2024-02-23 18:27:03,0:06:32,14,False,0:02:23,0:04:12,0:00:00
